,State,Year, Debt at end of fiscal year,Capital outlay,Expenditure,General expenditure,General revenue,Insurance trust  revenue,Intergovernmental,License tax,Revenue,Selective sales tax,Tax,Correction,Education,Financial Aid,Health,Insurance benefits and repayments,Interest on debt,Interest on general debt,Intergovernmental,Miscellaneous general revenue,Natural Resources,Other taxes,Police protection,Transportation,Utilities,Welfare
443,MICHIGAN,1994,11505325,1523926,29305100,25862008,27049926,4311943,7139231,816635,31814257,1542885,15419391,{'Correction Total': 1029221},{'Education Total': 8740829},"{'Assistance and Subsidies': 1369068, 'Cash and Securities Total': 36296492}",{'Health Total Expenditure': 1935439},3084993,619812,619812,"{'Intergovernmental Expenditure': 8864360, 'Intergovernmental to Combined and Unallocable': 2278195}",1619378,"{'Natural Resources Construction': 438273, 'Parks': {'Parks Total Expenditure': 89382}}",793761,211747,{'Highways': {'Highways Total Expenditure': 1715245}},{'Utilities Current Operation': 13842941},{'Welfare Institution Total Expenditure': 6863499}
444,MICHIGAN,1995,12535217,1437985,34668698,30875320,30217499,4652797,7518487,853459,35328334,1801147,17723494,{'Correction Total': 1184528},{'Education Total': 13888845},"{'Assistance and Subsidies': 1296917, 'Cash and Securities Total': 39872130}",{'Health Total Expenditure': 1882415},3437144,715459,715459,"{'Intergovernmental Expenditure': 13590202, 'Intergovernmental to Combined and Unallocable': 2412342}",1899563,"{'Natural Resources Construction': 307574, 'Parks': {'Parks Total Expenditure': 60355}}",1599433,219852,{'Highways': {'Highways Total Expenditure': 1832096}},{'Utilities Current Operation': 14190991},{'Welfare Institution Total Expenditure': 6178800}
445,MICHIGAN,1996,13667509,1582487,35079667,31643604,31699469,5443159,7759959,982069,37617587,1737677,18699069,{'Correction Total': 1240703},{'Education Total': 13811857},"{'Assistance and Subsidies': 1186972, 'Cash and Securities Total': 46643106}",{'Health Total Expenditure': 1957679},3065625,696230,696230,"{'Intergovernmental Expenditure': 13299101, 'Intergovernmental to Combined and Unallocable': 2691069}",2040027,"{'Natural Resources Construction': 401096, 'Parks': {'Parks Total Expenditure': 59467}}",1764230,229261,{'Highways': {'Highways Total Expenditure': 1935622}},{'Utilities Current Operation': 15249252},{'Welfare Institution Total Expenditure': 6440111}
446,MICHIGAN,1997,14431375,1502725,36092175,32546413,33857435,11168953,8267080,1016050,45509221,1739707,19855941,{'Correction Total': 1291102},{'Education Total': 14308911},"{'Assistance and Subsidies': 1022686, 'Cash and Securities Total': 60166323}",{'Health Total Expenditure': 2046674},3171551,786993,786993,"{'Intergovernmental Expenditure': 14145451, 'Intergovernmental to Combined and Unallocable': 2559395}",2296498,"{'Natural Resources Construction': 325276, 'Parks': {'Parks Total Expenditure': 54927}}",1808917,253342,{'Highways': {'Highways Total Expenditure': 2058795}},{'Utilities Current Operation': 15462769},{'Welfare Institution Total Expenditure': 6722557}
447,MICHIGAN,1998,16147205,1624034,37409791,34066033,36084560,3470557,8557047,1104998,40069007,1928658,21215742,{'Correction Total': 1314740},{'Education Total': 15405529},"{'Assistance and Subsidies': 998553, 'Cash and Securities Total': 66027442}",{'Health Total Expenditure': 2200499},2948674,873563,873563,"{'Intergovernmental Expenditure': 15430418, 'Intergovernmental to Combined and Unallocable': 2696727}",2562533,"{'Natural Resources Construction': 376934, 'Parks': {'Parks Total Expenditure': 46635}}",1938408,255842,{'Highways': {'Highways Total Expenditure': 2186323}},{'Utilities Current Operation': 15534549},{'Welfare Institution Total Expenditure': 6835409}
448,MICHIGAN,1999,16188975,2005930,38798045,35122756,36791405,9411619,8769848,1152815,46724414,2065607,21856552,{'Correction Total': 1512887},{'Education Total': 16200622},"{'Assistance and Subsidies': 829346, 'Cash and Securities Total': 69710647}",{'Health Total Expenditure': 2408275},3252263,891826,891826,"{'Intergovernmental Expenditure': 16030447, 'Intergovernmental to Combined and Unallocable': 2770870}",2450648,"{'Natural Resources Construction': 391734, 'Parks': {'Parks Total Expenditure': 109517}}",2041501,293517,{'Highways': {'Highways Total Expenditure': 2408208}},{'Utilities Current Operation': 15788233},{'Welfare Institution Total Expenditure': 6268362}
449,MICHIGAN,2000,19444881,1982355,42748895,39003752,39490569,9453583,9370103,1208337,49511464,2118324,22756403,{'Correction Total': 1537371},{'Education Total': 17460528},"{'Assistance and Subsidies': 717924, 'Cash and Securities Total': 77921530}",{'Health Total Expenditure': 2699196},3280572,919841,919841,"{'Intergovernmental Expenditure': 17201031, 'Intergovernmental to Combined and Unallocable': 2859950}",3180963,"{'Natural Resources Construction': 408078, 'Parks': {'Parks Total Expenditure': 131894}}",2190440,310014,{'Highways': {'Highways Total Expenditure': 2625159}},{'Utilities Current Operation': 18647172},{'Welfare Institution Total Expenditure': 8023945}
450,MICHIGAN,2001,20114054,2010442,46537374,42132010,40315349,2135287,10724125,1228719,43042720,2159575,22263902,{'Correction Total': 1675379},{'Education Total': 18293323},"{'Assistance and Subsidies': 587067, 'Cash and Securities Total': 78067671}",{'Health Total Expenditure': 2721049},3919889,1059632,1059632,"{'Intergovernmental Expenditure': 18145167, 'Intergovernmental to Combined and Unallocable': 3203944}",3049983,"{'Natural Resources Construction': 480943, 'Parks': {'Parks Total Expenditure': 135422}}",2260220,312540,{'Highways': {'Highways Total Expenditure': 2688407}},{'Utilities Current Operation': 20815177},{'Welfare Institution Total Expenditure': 9103944}
451,MICHIGAN,2002,21947042,1988060,49027432,43827413,40886394,2441827,11507263,1297312,43935634,2284982,21864052,{'Correction Total': 1690175},{'Education Total': 19132555},"{'Assistance and Subsidies': 696416, 'Cash and Securities Total': 76473352}",{'Health Total Expenditure': 2939984},4699232,1063637,1063637,"{'Intergovernmental Expenditure': 19067058, 'Intergovernmental to Combined and Unallocable': 3154636}",2895333,"{'Natural Resources Construction': 507993, 'Parks': {'Parks Total Expenditure': 197888}}",2306939,336613,{'Highways': {'Highways Total Expenditure': 2716985}},{'Utilities Current Operation': 21513029},{'Welfare Institution Total Expenditure': 9524431}
452,MICHIGAN,2003,22478857,1828224,51016280,44522173,43010240,6428193,12221555,1339579,50076603,2508924,22748159,{'Correction Total': 1678957},{'Education Total': 19262143},"{'Assistance and Subsidies': 777955, 'Cash and Securities Total': 65431886}",{'Health Total Expenditure': 3748496},5973023,1044621,1044621,"{'Intergovernmental Expenditure': 19851778, 'Intergovernmental to Combined and Unallocable': 3330487}",2822110,"{'Natural Resources Construction': 489925, 'Parks': {'Parks Total Expenditure': 137989}}",2851633,320612,{'Highways': {'Highways Total Expenditure': 2786999}},{'Utilities Current Operation': 21540679},{'Welfare Institution Total Expenditure': 9138181}
453,MICHIGAN,2004,25017987,2126352,52489571,46312233,44876013,10005537,13398823,1545457,55557297,2949792,22647281,{'Correction Total': 1637305},{'Education Total': 20449929},"{'Assistance and Subsidies': 1128128, 'Cash and Securities Total': 76823817}",{'Health Total Expenditure': 3350239},5627428,1096943,1096943,"{'Intergovernmental Expenditure': 19035055, 'Intergovernmental to Combined and Unallocable': 3255033}",3432955,"{'Natural Resources Construction': 453032, 'Parks': {'Parks Total Expenditure': 125377}}",2543199,295537,{'Highways': {'Highways Total Expenditure': 2936147}},{'Utilities Current Operation': 23475665},{'Welfare Institution Total Expenditure': 9950158}
454,MICHIGAN,2012,30823672,2269554,61726983,51919398,52875694,11250117,18054809,1414986,64982528,3720610,23919741,{'Correction Total': 1643230},{'Education Total': 22912611},"{'Assistance and Subsidies': 1258056, 'Cash and Securities Total': 53095724}",{'Health Total Expenditure': 1140438},9110862,1005189,1005189,"{'Intergovernmental Expenditure': 19021267, 'Intergovernmental to Combined and Unallocable': 2315059}",3840654,"{'Natural Resources Construction': 292562, 'Parks': {'Parks Total Expenditure': 96729}}",2125138,306532,{'Highways': {'Highways Total Expenditure': 2398563}},{'Utilities Current Operation': 29062055},{'Welfare Institution Total Expenditure': 14815977}
455,MICHIGAN,2013,30377220,2008661,62945176,53689542,54343294,13069718,18007780,1464607,68325124,3832174,24936087,{'Correction Total': 1857508},{'Education Total': 22972166},"{'Assistance and Subsidies': 1233603, 'Cash and Securities Total': 55301838}",{'Health Total Expenditure': 1177682},8512973,1440019,1440019,"{'Intergovernmental Expenditure': 19389654, 'Intergovernmental to Combined and Unallocable': 2307716}",4008425,"{'Natural Resources Construction': 318918, 'Parks': {'Parks Total Expenditure': 113369}}",2151876,401026,{'Highways': {'Highways Total Expenditure': 2419026}},{'Utilities Current Operation': 30360266},{'Welfare Institution Total Expenditure': 14985940}
456,MICHIGAN,2014,31528074,2369609,66319103,55635488,54855239,15122648,17929672,1511695,70934951,3890369,25100605,{'Correction Total': 1877858},{'Education Total': 23869946},"{'Assistance and Subsidies': 1288655, 'Cash and Securities Total': 55926208}",{'Health Total Expenditure': 1153303},9904339,1509368,1509368,"{'Intergovernmental Expenditure': 19779302, 'Intergovernmental to Combined and Unallocable': 2149526}",4072771,"{'Natural Resources Construction': 304113, 'Parks': {'Parks Total Expenditure': 138101}}",2226991,432547,{'Highways': {'Highways Total Expenditure': 2640761}},{'Utilities Current Operation': 31467830},{'Welfare Institution Total Expenditure': 15679575}
457,MICHIGAN,2015,33245109,2011763,67661561,59085103,59727316,6212364,20487351,1563500,66961570,3912678,26957337,{'Correction Total': 1888248},{'Education Total': 24211552},"{'Assistance and Subsidies': 1226344, 'Cash and Securities Total': 55560476}",{'Health Total Expenditure': 1194651},7751529,1496002,1496002,"{'Intergovernmental Expenditure': 20487354, 'Intergovernmental to Combined and Unallocable': 2259442}",4030656,"{'Natural Resources Construction': 322223, 'Parks': {'Parks Total Expenditure': 126274}}",2258433,470963,{'Highways': {'Highways Total Expenditure': 2532511}},{'Utilities Current Operation': 34688569},{'Welfare Institution Total Expenditure': 18410125}
458,MICHIGAN,2016,33744508,2287317,70110424,61516323,61404277,8911582,20908261,1648758,71337749,4067766,27594781,{'Correction Total': 1900994},{'Education Total': 25199445},"{'Assistance and Subsidies': 1372717, 'Cash and Securities Total': 50666482}",{'Health Total Expenditure': 1420142},7769172,1666990,1666990,"{'Intergovernmental Expenditure': 20818310, 'Intergovernmental to Combined and Unallocable': 2323623}",4212837,"{'Natural Resources Construction': 335415, 'Parks': {'Parks Total Expenditure': 142474}}",2359734,487890,{'Highways': {'Highways Total Expenditure': 2743085}},{'Utilities Current Operation': 36195918},{'Welfare Institution Total Expenditure': 18707348}
459,MICHIGAN,2017,30567333,2529535,72071461,63162776,64476279,13909273,21350680,1832320,79467808,4327217,29205910,{'Correction Total': 1894849},{'Education Total': 25890299},"{'Assistance and Subsidies': 1449111, 'Cash and Securities Total': 106030510}",{'Health Total Expenditure': 1640230},8035914,1443813,1443813,"{'Intergovernmental Expenditure': 21294987, 'Intergovernmental to Combined and Unallocable': 3592272}",4413599,"{'Natural Resources Construction': 369721, 'Parks': {'Parks Total Expenditure': 154384}}",2459223,501930,{'Highways': {'Highways Total Expenditure': 3012998}},{'Utilities Current Operation': 37318101},{'Welfare Institution Total Expenditure': 18791853}
460,MICHIGAN,2018,30431567,2716831,76304872,67313325,65660224,14860861,21365685,1945619,81644738,4802420,30046808,{'Correction Total': 1914217},{'Education Total': 27187531},"{'Assistance and Subsidies': 1570238, 'Cash and Securities Total': 114153186}",{'Health Total Expenditure': 2139562},8088517,1600114,1600114,"{'Intergovernmental Expenditure': 22745062, 'Intergovernmental to Combined and Unallocable': 3764526}",4364384,"{'Natural Resources Construction': 413764, 'Parks': {'Parks Total Expenditure': 171084}}",2565068,521117,{'Highways': {'Highways Total Expenditure': 3383237}},{'Utilities Current Operation': 39584110},{'Welfare Institution Total Expenditure': 19324550}
461,MICHIGAN,2019,31963637,3055860,80474939,71242329,67979483,9367148,22714763,2030560,78528113,4733598,30270130,{'Correction Total': 1938867},{'Education Total': 27642874},"{'Assistance and Subsidies': 1656964, 'Cash and Securities Total': 118706812}",{'Health Total Expenditure': 2179728},8278341,1752635,1752635,"{'Intergovernmental Expenditure': 23597434, 'Intergovernmental to Combined and Unallocable': 4171712}",4611397,"{'Natural Resources Construction': 463896, 'Parks': {'Parks Total Expenditure': 183966}}",2599182,555139,{'Highways': {'Highways Total Expenditure': 3951165}},{'Utilities Current Operation': 42133705},{'Welfare Institution Total Expenditure': 21020491}
462,MINNESOTA,1992,4143203,789399,13526177,12321541,12346845,2743611,2909750,573240,15090456,1168162,7449787,{'Correction Total': 193832},{'Education Total': 4556323},"{'Assistance and Subsidies': 627373, 'Cash and Securities Total': 20880565}",{'Health Total Expenditure': 392684},1204636,294517,294517,"{'Intergovernmental Expenditure': 4733385, 'Intergovernmental to Combined and Unallocable': 1455086}",806806,"{'Natural Resources Construction': 282290, 'Parks': {'Parks Total Expenditure': 71107}}",95806,94852,{'Highways': {'Highways Total Expenditure': 1043000}},{'Utilities Current Operation': 5876867},{'Welfare Institution Total Expenditure': 3024840}
463,MINNESOTA,1993,4144533,873314,14295081,13003118,13396723,2848248,3247265,623093,16244971,1196078,8137307,{'Correction Total': 205105},{'Education Total': 4641905},"{'Assistance and Subsidies': 688145, 'Cash and Securities Total': 22834691}",{'Health Total Expenditure': 429462},1291963,307617,307617,"{'Intergovernmental Expenditure': 4803732, 'Intergovernmental to Combined and Unallocable': 1519495}",787508,"{'Natural Resources Construction': 298797, 'Parks': {'Parks Total Expenditure': 67865}}",112452,103791,{'Highways': {'Highways Total Expenditure': 1204389}},{'Utilities Current Operation': 6330310},{'Welfare Institution Total Expenditure': 3262296}
464,MINNESOTA,1994,4351489,780302,15278260,13951717,14212231,2969368,3472473,664057,17181599,1312793,8650998,{'Correction Total': 234109},{'Education Total': 5231085},"{'Assistance and Subsidies': 715311, 'Cash and Securities Total': 25794214}",{'Health Total Expenditure': 412413},1326543,267712,267712,"{'Intergovernmental Expenditure': 5378559, 'Intergovernmental to Combined and Unallocable': 1635395}",844314,"{'Natural Resources Construction': 324005, 'Parks': {'Parks Total Expenditure': 73203}}",156804,110064,{'Highways': {'Highways Total Expenditure': 1054185}},{'Utilities Current Operation': 6809833},{'Welfare Institution Total Expenditure': 3620280}
465,MINNESOTA,1995,4494029,752978,16379809,14807966,15210377,3118863,3569252,711475,18329240,1428084,9327886,{'Correction Total': 246261},{'Education Total': 5557649},"{'Assistance and Subsidies': 679783, 'Cash and Securities Total': 26654673}",{'Health Total Expenditure': 441257},1571843,275101,275101,"{'Intergovernmental Expenditure': 5628502, 'Intergovernmental to Combined and Unallocable': 1725021}",951549,"{'Natural Resources Construction': 333108, 'Parks': {'Parks Total Expenditure': 77748}}",117451,114854,{'Highways': {'Highways Total Expenditure': 1036394}},{'Utilities Current Operation': 7471602},{'Welfare Institution Total Expenditure': 3923072}
